district,year,month,month_name,total_radiation_MJ_m2,radiation_above_15MJ_m2,percentage_above_15MJ,days_in_month
Ratnapura,2014,6,June,517.96,470.82,90.9,30
Ratnapura,2014,7,July,551.65,501.27,90.87,31
Ratnapura,2014,8,August,530.55,413.35,77.91,31
Ratnapura,2014,9,September,540.24,513.34,95.02,30
Ratnapura,2014,10,October,480.01,334.92,69.77,31
Ratnapura,2014,11,November,454.7,299.75,65.92,30
Ratnapura,2014,12,December,422.63,345.61,81.78,31
Ratnapura,2015,1,January,602.91,589.87,97.84,31
Ratnapura,2015,2,February,577.03,563.53,97.66,28
Ratnapura,2015,3,March,684.16,661.61,96.7,31
Ratnapura,2015,4,April,613.63,570.84,93.03,30
Ratnapura,2015,5,May,544.76,493.36,90.56,31
Ratnapura,2015,6,June,516.5,398.32,77.12,30
Ratnapura,2015,7,July,554.14,489.81,88.39,31
Ratnapura,2015,8,August,552.24,514.47,93.16,31
Ratnapura,2015,9,September,471.85,373.68,79.19,30
Ratnapura,2015,10,October,487.59,356.01,73.01,31
Ratnapura,2015,11,November,443.11,287.86,64.96,30
Ratnapura,2015,12,December,491.92,332.67,67.63,31
Ratnapura,2016,1,January,609.53,580.58,95.25,31
Ratnapura,2016,2,February,599.29,589.09,98.3,29
Ratnapura,2016,3,March,691.19,691.19,100.0,31
Ratnapura,2016,4,April,637.77,637.77,100.0,30
Ratnapura,2016,5,May,442.01,261.09,59.07,31
Ratnapura,2016,6,June,517.08,460.9,89.14,30
Ratnapura,2016,7,July,544.44,439.12,80.66,31
Ratnapura,2016,8,August,588.04,588.04,100.0,31
Ratnapura,2016,9,September,569.44,541.24,95.05,30
Ratnapura,2016,10,October,592.67,564.93,95.32,31
Ratnapura,2016,11,November,458.89,328.08,71.49,30
Ratnapura,2016,12,December,574.75,505.56,87.96,31
Ratnapura,2017,1,January,594.28,522.27,87.88,31
Ratnapura,2017,2,February,572.39,542.96,94.86,28
Ratnapura,2017,3,March,618.36,607.36,98.22,31
Ratnapura,2017,4,April,587.89,560.71,95.38,30
Ratnapura,2017,5,May,459.93,332.67,72.33,31
Ratnapura,2017,6,June,415.54,143.74,34.59,30
Ratnapura,2017,7,July,461.91,255.79,55.38,31
Ratnapura,2017,8,August,425.92,139.23,32.69,31
Ratnapura,2017,9,September,444.12,287.73,64.79,30
Ratnapura,2017,10,October,444.98,253.05,56.87,31
Ratnapura,2017,11,November,408.32,225.27,55.17,30
Ratnapura,2017,12,December,519.67,459.66,88.45,31
Ratnapura,2018,1,January,609.55,583.37,95.71,31
Ratnapura,2018,2,February,550.87,540.79,98.17,28
Ratnapura,2018,3,March,590.47,535.05,90.61,31
Ratnapura,2018,4,April,573.63,559.2,97.48,30
Ratnapura,2018,5,May,414.0,224.03,54.11,31
Ratnapura,2018,6,June,398.01,116.57,29.29,30
Ratnapura,2018,7,July,466.72,247.65,53.06,31
Ratnapura,2018,8,August,461.18,304.66,66.06,31
Ratnapura,2018,9,September,545.77,463.02,84.84,30
Ratnapura,2018,10,October,461.55,260.04,56.34,31
Ratnapura,2018,11,November,468.44,330.02,70.45,30
Ratnapura,2018,12,December,538.5,470.9,87.45,31
Ratnapura,2019,1,January,623.51,583.34,93.56,31
Ratnapura,2019,2,February,542.8,487.47,89.81,28
Ratnapura,2019,3,March,684.57,684.57,100.0,31
Ratnapura,2019,4,April,568.37,500.46,88.05,30
Ratnapura,2019,5,May,523.68,447.35,85.42,31
Ratnapura,2019,6,June,448.14,277.66,61.96,30
Ratnapura,2019,7,July,518.78,457.54,88.2,31
Ratnapura,2019,8,August,389.41,100.55,25.82,31
Ratnapura,2019,9,September,428.45,241.28,56.31,30
Ratnapura,2019,10,October,419.63,205.25,48.91,31
Ratnapura,2019,11,November,494.89,392.62,79.33,30
Ratnapura,2019,12,December,463.29,272.6,58.84,31
Ratnapura,2020,1,January,621.92,621.92,100.0,31
Ratnapura,2020,2,February,643.56,643.56,100.0,29
Ratnapura,2020,3,March,692.19,692.19,100.0,31
Ratnapura,2020,4,April,624.07,624.07,100.0,30
Ratnapura,2020,5,May,449.4,303.87,67.62,31
Ratnapura,2020,6,June,478.39,326.69,68.29,30
Ratnapura,2020,7,July,430.63,184.55,42.86,31
Ratnapura,2020,8,August,512.46,378.68,73.89,31
Ratnapura,2020,9,September,361.15,104.68,28.99,30
Ratnapura,2020,10,October,514.21,420.1,81.7,31
Ratnapura,2020,11,November,486.74,395.04,81.16,30
Ratnapura,2020,12,December,500.94,387.37,77.33,31
Ratnapura,2021,1,January,482.55,330.75,68.54,31
Ratnapura,2021,2,February,587.45,587.45,100.0,28
Ratnapura,2021,3,March,600.95,566.4,94.25,31
Ratnapura,2021,4,April,596.5,582.95,97.73,30
Ratnapura,2021,5,May,475.31,331.07,69.65,31
Ratnapura,2021,6,June,450.74,283.08,62.8,30
Ratnapura,2021,7,July,465.22,284.99,61.26,31
Ratnapura,2021,8,August,446.52,199.58,44.7,31
Ratnapura,2021,9,September,452.67,291.54,64.4,30
Ratnapura,2021,10,October,493.79,342.54,69.37,31
Ratnapura,2021,11,November,387.75,163.15,42.08,30
Ratnapura,2021,12,December,574.22,528.58,92.05,31
Ratnapura,2022,1,January,630.58,607.89,96.4,31
Ratnapura,2022,2,February,603.54,575.61,95.37,28
Ratnapura,2022,3,March,637.16,624.79,98.06,31
Ratnapura,2022,4,April,554.64,512.73,92.44,30
Ratnapura,2022,5,May,435.74,220.36,50.57,31
Ratnapura,2022,6,June,454.8,268.73,59.09,30
Ratnapura,2022,7,July,507.47,385.1,75.89,31
Ratnapura,2022,8,August,490.58,346.26,70.58,31
Ratnapura,2022,9,September,539.37,456.75,84.68,30
Ratnapura,2022,10,October,447.55,253.74,56.7,31
Ratnapura,2022,11,November,508.11,400.86,78.89,30
Ratnapura,2022,12,December,496.53,382.58,77.05,31
Ratnapura,2023,1,January,599.25,544.48,90.86,31
Ratnapura,2023,2,February,571.3,545.12,95.42,28
Ratnapura,2023,3,March,666.07,651.99,97.89,31
Ratnapura,2023,4,April,629.92,602.11,95.59,30
Ratnapura,2023,5,May,495.11,347.71,70.23,31
Ratnapura,2023,6,June,456.56,283.07,62.0,30
Ratnapura,2023,7,July,503.29,386.53,76.8,31
Ratnapura,2023,8,August,628.07,613.61,97.7,31
Ratnapura,2023,9,September,431.42,223.16,51.73,30
Ratnapura,2023,10,October,458.06,278.7,60.84,31
Ratnapura,2023,11,November,448.78,244.73,54.53,30
Ratnapura,2023,12,December,462.99,289.84,62.6,31
Ratnapura,2024,1,January,578.0,544.29,94.17,31
Ratnapura,2024,2,February,650.34,650.34,100.0,29
Ratnapura,2024,3,March,719.07,719.07,100.0,31
Ratnapura,2024,4,April,659.42,644.49,97.74,30
Ratnapura,2024,5,May,467.27,294.78,63.09,31
Ratnapura,2024,6,June,125.53,105.4,83.96,8
Trincomalee,2010,1,January,553.18,503.57,91.03,31
Trincomalee,2010,2,February,571.18,536.85,93.99,28
Trincomalee,2010,3,March,740.32,740.32,100.0,31
Trincomalee,2010,4,April,695.87,681.66,97.96,30
Trincomalee,2010,5,May,661.72,633.64,95.76,31
Trincomalee,2010,6,June,613.3,599.2,97.7,30
Trincomalee,2010,7,July,617.76,580.22,93.92,31
Trincomalee,2010,8,August,576.92,523.34,90.71,31
Trincomalee,2010,9,September,604.85,572.1,94.59,30
Trincomalee,2010,10,October,617.38,594.55,96.3,31
Trincomalee,2010,11,November,472.56,340.91,72.14,30
Trincomalee,2010,12,December,348.14,215.01,61.76,31
Trincomalee,2011,1,January,384.7,219.88,57.16,31
Trincomalee,2011,2,February,456.35,396.07,86.79,28
Trincomalee,2011,3,March,698.19,686.55,98.33,31
Trincomalee,2011,4,April,648.94,615.04,94.78,30
Trincomalee,2011,5,May,751.46,751.46,100.0,31
Trincomalee,2011,6,June,658.67,644.08,97.78,30
Trincomalee,2011,7,July,632.65,617.83,97.66,31
Trincomalee,2011,8,August,646.89,634.43,98.07,31
Trincomalee,2011,9,September,654.27,654.27,100.0,30
Trincomalee,2011,10,October,589.61,523.39,88.77,31
Trincomalee,2011,11,November,484.88,369.9,76.29,30
Trincomalee,2011,12,December,467.51,327.7,70.09,31
Trincomalee,2012,1,January,583.33,554.69,95.09,31
Trincomalee,2012,2,February,558.79,507.99,90.91,29
Trincomalee,2012,3,March,741.32,741.32,100.0,31
Trincomalee,2012,4,April,654.21,645.97,98.74,30
Trincomalee,2012,5,May,765.93,765.93,100.0,31
Trincomalee,2012,6,June,648.17,648.17,100.0,30
Trincomalee,2012,7,July,684.93,672.48,98.18,31
Trincomalee,2012,8,August,678.08,678.08,100.0,31
Trincomalee,2012,9,September,654.53,654.53,100.0,30
Trincomalee,2012,10,October,556.87,464.88,83.48,31
Trincomalee,2012,11,November,500.78,407.43,81.36,30
Trincomalee,2012,12,December,449.38,270.06,60.1,31
Trincomalee,2013,1,January,460.3,344.02,74.74,31
Trincomalee,2013,2,February,531.5,475.08,89.38,28
Trincomalee,2013,3,March,673.5,667.8,99.15,31
Trincomalee,2013,4,April,710.36,695.7,97.94,30
Trincomalee,2013,5,May,689.52,689.52,100.0,31
Trincomalee,2013,6,June,587.9,551.14,93.75,30
Trincomalee,2013,7,July,612.84,599.13,97.76,31
Trincomalee,2013,8,August,669.14,657.75,98.3,31
Trincomalee,2013,9,September,613.22,585.37,95.46,30
Trincomalee,2013,10,October,658.84,640.79,97.26,31
Trincomalee,2013,11,November,523.05,467.57,89.39,30
Trincomalee,2013,12,December,433.78,273.02,62.94,31
Trincomalee,2014,1,January,474.28,359.35,75.77,31
Trincomalee,2014,2,February,589.55,589.55,100.0,28
Trincomalee,2014,3,March,713.33,700.91,98.26,31
Trincomalee,2014,4,April,723.89,723.89,100.0,30
Trincomalee,2014,5,May,671.24,630.6,93.95,31
Trincomalee,2014,6,June,673.09,662.03,98.36,30
Trincomalee,2014,7,July,665.49,651.13,97.84,31
Trincomalee,2014,8,August,648.11,648.11,100.0,31
Trincomalee,2014,9,September,663.67,663.67,100.0,30
Trincomalee,2014,10,October,595.16,555.96,93.41,31
Trincomalee,2014,11,November,416.32,271.31,65.17,30
Trincomalee,2014,12,December,362.37,170.86,47.15,31
Trincomalee,2015,1,January,572.94,533.44,93.11,31
Trincomalee,2015,2,February,532.74,493.55,92.64,28
Trincomalee,2015,3,March,704.04,690.06,98.01,31
Trincomalee,2015,4,April,683.51,683.51,100.0,30
Trincomalee,2015,5,May,664.37,654.42,98.5,31
Trincomalee,2015,6,June,644.79,629.81,97.68,30
Trincomalee,2015,7,July,665.91,636.75,95.62,31
Trincomalee,2015,8,August,698.11,698.11,100.0,31
Trincomalee,2015,9,September,643.49,643.49,100.0,30
Trincomalee,2015,10,October,541.24,470.68,86.96,31
Trincomalee,2015,11,November,436.95,334.16,76.48,30
Trincomalee,2015,12,December,464.68,285.49,61.44,31
Trincomalee,2016,1,January,544.29,459.25,84.38,31
Trincomalee,2016,2,February,584.54,570.74,97.64,29
Trincomalee,2016,3,March,738.0,738.0,100.0,31
Trincomalee,2016,4,April,740.32,740.32,100.0,30
Trincomalee,2016,5,May,603.6,552.22,91.49,31
Trincomalee,2016,6,June,602.61,574.52,95.34,30
Trincomalee,2016,7,July,651.3,639.18,98.14,31
Trincomalee,2016,8,August,691.82,691.82,100.0,31
Trincomalee,2016,9,September,667.55,667.55,100.0,30
Trincomalee,2016,10,October,675.81,663.64,98.2,31
Trincomalee,2016,11,November,476.66,377.08,79.11,30
Trincomalee,2016,12,December,548.77,503.99,91.84,31
Trincomalee,2017,1,January,530.15,426.64,80.48,31
Trincomalee,2017,2,February,565.24,544.24,96.28,28
Trincomalee,2017,3,March,690.95,670.32,97.01,31
Trincomalee,2017,4,April,761.34,761.34,100.0,30
Trincomalee,2017,5,May,687.46,676.38,98.39,31
Trincomalee,2017,6,June,609.22,585.69,96.14,30
Trincomalee,2017,7,July,632.07,632.07,100.0,31
Trincomalee,2017,8,August,606.1,578.46,95.44,31
Trincomalee,2017,9,September,573.15,525.45,91.68,30
Trincomalee,2017,10,October,552.18,486.22,88.05,31
Trincomalee,2017,11,November,408.87,265.47,64.93,30
Trincomalee,2017,12,December,481.81,377.47,78.34,31
Trincomalee,2018,1,January,506.37,417.41,82.43,31
Trincomalee,2018,2,February,535.92,480.76,89.71,28
Trincomalee,2018,3,March,657.0,635.43,96.72,31
Trincomalee,2018,4,April,677.06,677.06,100.0,30
Trincomalee,2018,5,May,591.26,577.27,97.63,31
Trincomalee,2018,6,June,617.36,617.36,100.0,30
Trincomalee,2018,7,July,618.07,581.73,94.12,31
Trincomalee,2018,8,August,631.02,617.74,97.9,31
Trincomalee,2018,9,September,666.87,666.87,100.0,30
Trincomalee,2018,10,October,527.38,428.27,81.21,31
Trincomalee,2018,11,November,437.59,269.82,61.66,30
Trincomalee,2018,12,December,488.36,379.88,77.79,31
Trincomalee,2019,1,January,554.93,503.23,90.68,31
Trincomalee,2019,2,February,534.57,508.57,95.14,28
Trincomalee,2019,3,March,744.29,744.29,100.0,31
Trincomalee,2019,4,April,683.43,661.09,96.73,30
Trincomalee,2019,5,May,720.38,720.38,100.0,31
Trincomalee,2019,6,June,617.72,602.84,97.59,30
Trincomalee,2019,7,July,617.44,603.35,97.72,31
Trincomalee,2019,8,August,590.86,563.52,95.37,31
Trincomalee,2019,9,September,603.09,576.13,95.53,30
Trincomalee,2019,10,October,531.55,433.76,81.6,31
Trincomalee,2019,11,November,531.23,427.61,80.49,30
Trincomalee,2019,12,December,435.13,256.76,59.01,31
Trincomalee,2020,1,January,559.42,490.67,87.71,31
Trincomalee,2020,2,February,595.27,595.27,100.0,29
Trincomalee,2020,3,March,706.77,706.77,100.0,31
Trincomalee,2020,4,April,709.31,709.31,100.0,30
Trincomalee,2020,5,May,617.29,584.26,94.65,31
Trincomalee,2020,6,June,594.3,552.32,92.94,30
Trincomalee,2020,7,July,587.69,554.99,94.44,31
Trincomalee,2020,8,August,638.98,630.44,98.66,31
Trincomalee,2020,9,September,521.44,439.92,84.37,30
Trincomalee,2020,10,October,637.05,637.05,100.0,31
Trincomalee,2020,11,November,463.48,366.15,79.0,30
Trincomalee,2020,12,December,400.66,246.96,61.64,31
Trincomalee,2021,1,January,454.18,296.39,65.26,31
Trincomalee,2021,2,February,551.93,522.72,94.71,28
Trincomalee,2021,3,March,673.3,673.3,100.0,31
Trincomalee,2021,4,April,690.38,690.38,100.0,30
Trincomalee,2021,5,May,610.31,586.84,96.15,31
Trincomalee,2021,6,June,614.26,571.63,93.06,30
Trincomalee,2021,7,July,630.94,630.94,100.0,31
Trincomalee,2021,8,August,590.05,540.6,91.62,31
Trincomalee,2021,9,September,593.87,529.77,89.21,30
Trincomalee,2021,10,October,561.1,519.39,92.57,31
Trincomalee,2021,11,November,446.26,271.35,60.81,30
Trincomalee,2021,12,December,549.27,475.0,86.48,31
Trincomalee,2022,1,January,587.13,525.73,89.54,31
Trincomalee,2022,2,February,572.78,526.35,91.89,28
Trincomalee,2022,3,March,681.37,654.81,96.1,31
Trincomalee,2022,4,April,651.58,622.71,95.57,30
Trincomalee,2022,5,May,668.58,656.25,98.16,31
Trincomalee,2022,6,June,618.84,606.02,97.93,30
Trincomalee,2022,7,July,593.42,550.06,92.69,31
Trincomalee,2022,8,August,631.58,582.46,92.22,31
Trincomalee,2022,9,September,656.51,647.16,98.58,30
Trincomalee,2022,10,October,559.01,490.43,87.73,31
Trincomalee,2022,11,November,489.99,362.44,73.97,30
Trincomalee,2022,12,December,458.22,376.95,82.26,31
Trincomalee,2023,1,January,535.32,479.87,89.64,31
Trincomalee,2023,2,February,564.75,516.84,91.52,28
Trincomalee,2023,3,March,719.92,719.92,100.0,31
Trincomalee,2023,4,April,704.19,692.76,98.38,30
Trincomalee,2023,5,May,631.5,592.48,93.82,31
Trincomalee,2023,6,June,652.36,640.05,98.11,30
Trincomalee,2023,7,July,621.72,542.67,87.29,31
Trincomalee,2023,8,August,722.09,722.09,100.0,31
Trincomalee,2023,9,September,623.66,597.32,95.78,30
Trincomalee,2023,10,October,626.99,612.26,97.65,31
Trincomalee,2023,11,November,475.88,407.14,85.56,30
Trincomalee,2023,12,December,470.74,376.9,80.07,31
Trincomalee,2024,1,January,527.3,461.98,87.61,31
Trincomalee,2024,2,February,643.02,643.02,100.0,29
Trincomalee,2024,3,March,761.71,761.71,100.0,31
Trincomalee,2024,4,April,738.44,738.44,100.0,30
Trincomalee,2024,5,May,625.09,590.75,94.51,31
Trincomalee,2024,6,June,152.14,152.14,100.0,8
Vavuniya,2010,1,January,527.16,437.81,83.05,31
Vavuniya,2010,2,February,576.19,541.08,93.91,28
Vavuniya,2010,3,March,708.42,708.42,100.0,31
Vavuniya,2010,4,April,638.85,638.85,100.0,30
Vavuniya,2010,5,May,595.37,542.65,91.15,31
Vavuniya,2010,6,June,576.75,538.78,93.42,30
Vavuniya,2010,7,July,595.03,532.32,89.46,31
Vavuniya,2010,8,August,557.28,494.62,88.76,31
Vavuniya,2010,9,September,571.32,510.52,89.36,30
Vavuniya,2010,10,October,575.96,510.85,88.7,31
Vavuniya,2010,11,November,418.82,274.13,65.45,30
Vavuniya,2010,12,December,326.64,170.58,52.22,31
Vavuniya,2011,1,January,362.1,163.41,45.13,31
Vavuniya,2011,2,February,424.38,368.84,86.91,28
Vavuniya,2011,3,March,667.86,653.84,97.9,31
Vavuniya,2011,4,April,582.39,511.02,87.75,30
Vavuniya,2011,5,May,695.01,695.01,100.0,31
Vavuniya,2011,6,June,636.64,609.67,95.76,30
Vavuniya,2011,7,July,607.83,583.08,95.93,31
Vavuniya,2011,8,August,608.99,581.97,95.56,31
Vavuniya,2011,9,September,627.26,627.26,100.0,30
Vavuniya,2011,10,October,530.67,428.15,80.68,31
Vavuniya,2011,11,November,436.45,284.74,65.24,30
Vavuniya,2011,12,December,441.88,236.06,53.42,31
Vavuniya,2012,1,January,559.16,505.8,90.46,31
Vavuniya,2012,2,February,539.0,473.25,87.8,29
Vavuniya,2012,3,March,691.12,691.12,100.0,31
Vavuniya,2012,4,April,586.91,535.85,91.3,30
Vavuniya,2012,5,May,723.89,723.89,100.0,31
Vavuniya,2012,6,June,640.33,625.76,97.72,30
Vavuniya,2012,7,July,658.58,658.58,100.0,31
Vavuniya,2012,8,August,652.7,640.5,98.13,31
Vavuniya,2012,9,September,627.93,601.79,95.84,30
Vavuniya,2012,10,October,499.27,377.37,75.58,31
Vavuniya,2012,11,November,471.64,380.81,80.74,30
Vavuniya,2012,12,December,409.74,211.16,51.54,31
Vavuniya,2013,1,January,452.76,279.68,61.77,31
Vavuniya,2013,2,February,503.68,438.42,87.04,28
Vavuniya,2013,3,March,651.8,645.68,99.06,31
Vavuniya,2013,4,April,645.82,634.49,98.25,30
Vavuniya,2013,5,May,642.41,627.69,97.71,31
Vavuniya,2013,6,June,591.05,581.05,98.31,30
Vavuniya,2013,7,July,611.7,611.7,100.0,31
Vavuniya,2013,8,August,632.78,576.51,91.11,31
Vavuniya,2013,9,September,587.08,505.69,86.14,30
Vavuniya,2013,10,October,621.37,606.05,97.53,31
Vavuniya,2013,11,November,479.61,400.24,83.45,30
Vavuniya,2013,12,December,401.0,210.36,52.46,31
Vavuniya,2014,1,January,413.12,282.2,68.31,31
Vavuniya,2014,2,February,564.04,549.43,97.41,28
Vavuniya,2014,3,March,699.6,699.6,100.0,31
Vavuniya,2014,4,April,661.87,661.87,100.0,30
Vavuniya,2014,5,May,623.1,600.8,96.42,31
Vavuniya,2014,6,June,656.98,643.16,97.9,30
Vavuniya,2014,7,July,663.26,649.2,97.88,31
Vavuniya,2014,8,August,617.35,604.59,97.93,31
Vavuniya,2014,9,September,618.89,605.99,97.92,30
Vavuniya,2014,10,October,531.37,448.25,84.36,31
Vavuniya,2014,11,November,364.63,202.04,55.41,30
Vavuniya,2014,12,December,322.29,82.28,25.53,31
Vavuniya,2015,1,January,538.56,443.15,82.28,31
Vavuniya,2015,2,February,497.74,393.26,79.01,28
Vavuniya,2015,3,March,673.46,660.35,98.05,31
Vavuniya,2015,4,April,622.08,610.84,98.19,30
Vavuniya,2015,5,May,587.68,551.66,93.87,31
Vavuniya,2015,6,June,607.32,593.58,97.74,30
Vavuniya,2015,7,July,641.14,629.31,98.15,31
Vavuniya,2015,8,August,671.44,671.44,100.0,31
Vavuniya,2015,9,September,584.59,528.89,90.47,30
Vavuniya,2015,10,October,491.16,376.16,76.59,31
Vavuniya,2015,11,November,394.71,246.96,62.57,30
Vavuniya,2015,12,December,416.85,178.08,42.72,31
Vavuniya,2016,1,January,518.55,380.14,73.31,31
Vavuniya,2016,2,February,566.41,538.88,95.14,29
Vavuniya,2016,3,March,700.35,700.35,100.0,31
Vavuniya,2016,4,April,677.31,677.31,100.0,30
Vavuniya,2016,5,May,555.34,491.98,88.59,31
Vavuniya,2016,6,June,578.67,537.44,92.88,30
Vavuniya,2016,7,July,631.52,616.76,97.66,31
Vavuniya,2016,8,August,660.45,660.45,100.0,31
Vavuniya,2016,9,September,644.47,644.47,100.0,30
Vavuniya,2016,10,October,632.4,606.5,95.9,31
Vavuniya,2016,11,November,446.2,247.9,55.56,30
Vavuniya,2016,12,December,498.3,369.65,74.18,31
Vavuniya,2017,1,January,522.69,437.08,83.62,31
Vavuniya,2017,2,February,586.77,551.89,94.06,28
Vavuniya,2017,3,March,652.23,615.67,94.39,31
Vavuniya,2017,4,April,707.99,707.99,100.0,30
Vavuniya,2017,5,May,617.44,600.21,97.21,31
Vavuniya,2017,6,June,571.83,545.14,95.33,30
Vavuniya,2017,7,July,611.49,611.49,100.0,31
Vavuniya,2017,8,August,578.2,551.46,95.38,31
Vavuniya,2017,9,September,551.85,501.83,90.94,30
Vavuniya,2017,10,October,493.34,353.12,71.58,31
Vavuniya,2017,11,November,397.97,226.38,56.88,30
Vavuniya,2017,12,December,478.85,322.79,67.41,31
Vavuniya,2018,1,January,524.17,421.58,80.43,31
Vavuniya,2018,2,February,556.17,512.56,92.16,28
Vavuniya,2018,3,March,661.52,637.1,96.31,31
Vavuniya,2018,4,April,646.62,646.62,100.0,30
Vavuniya,2018,5,May,551.79,430.59,78.04,31
Vavuniya,2018,6,June,595.81,567.3,95.21,30
Vavuniya,2018,7,July,626.67,613.53,97.9,31
Vavuniya,2018,8,August,612.43,612.43,100.0,31
Vavuniya,2018,9,September,636.72,636.72,100.0,30
Vavuniya,2018,10,October,470.39,301.91,64.18,31
Vavuniya,2018,11,November,420.39,212.69,50.59,30
Vavuniya,2018,12,December,493.62,329.6,66.77,31
Vavuniya,2019,1,January,555.24,501.67,90.35,31
Vavuniya,2019,2,February,539.17,512.41,95.04,28
Vavuniya,2019,3,March,738.09,738.09,100.0,31
Vavuniya,2019,4,April,642.7,604.21,94.01,30
Vavuniya,2019,5,May,676.05,676.05,100.0,31
Vavuniya,2019,6,June,607.46,599.68,98.72,30
Vavuniya,2019,7,July,617.21,602.73,97.65,31
Vavuniya,2019,8,August,577.52,530.9,91.93,31
Vavuniya,2019,9,September,577.64,541.61,93.76,30
Vavuniya,2019,10,October,473.33,338.76,71.57,31
Vavuniya,2019,11,November,496.18,396.85,79.98,30
Vavuniya,2019,12,December,437.26,250.66,57.33,31
Vavuniya,2020,1,January,578.47,534.69,92.43,31
Vavuniya,2020,2,February,609.6,609.6,100.0,29
Vavuniya,2020,3,March,722.27,708.95,98.16,31
Vavuniya,2020,4,April,662.88,662.88,100.0,30
Vavuniya,2020,5,May,576.12,536.1,93.05,31
Vavuniya,2020,6,June,575.69,522.85,90.82,30
Vavuniya,2020,7,July,561.84,513.18,91.34,31
Vavuniya,2020,8,August,631.91,610.48,96.61,31
Vavuniya,2020,9,September,512.58,411.14,80.21,30
Vavuniya,2020,10,October,614.39,599.81,97.63,31
Vavuniya,2020,11,November,434.12,296.42,68.28,30
Vavuniya,2020,12,December,387.28,183.84,47.47,31
Vavuniya,2021,1,January,441.72,299.9,67.89,31
Vavuniya,2021,2,February,564.32,521.06,92.33,28
Vavuniya,2021,3,March,656.51,643.07,97.95,31
Vavuniya,2021,4,April,652.69,637.84,97.72,30
Vavuniya,2021,5,May,566.41,503.96,88.97,31
Vavuniya,2021,6,June,611.66,585.88,95.79,30
Vavuniya,2021,7,July,619.94,606.16,97.78,31
Vavuniya,2021,8,August,590.42,542.57,91.9,31
Vavuniya,2021,9,September,579.89,547.24,94.37,30
Vavuniya,2021,10,October,505.73,358.84,70.95,31
Vavuniya,2021,11,November,413.34,177.32,42.9,30
Vavuniya,2021,12,December,545.94,440.16,80.62,31
Vavuniya,2022,1,January,577.94,522.65,90.43,31
Vavuniya,2022,2,February,581.41,550.87,94.75,28
Vavuniya,2022,3,March,678.55,655.45,96.6,31
Vavuniya,2022,4,April,597.11,555.29,93.0,30
Vavuniya,2022,5,May,649.88,649.88,100.0,31
Vavuniya,2022,6,June,602.66,590.41,97.97,30
Vavuniya,2022,7,July,590.12,542.79,91.98,31
Vavuniya,2022,8,August,604.21,547.88,90.68,31
Vavuniya,2022,9,September,637.27,614.55,96.43,30
Vavuniya,2022,10,October,509.84,393.73,77.23,31
Vavuniya,2022,11,November,468.69,295.71,63.09,30
Vavuniya,2022,12,December,458.14,351.41,76.7,31
Vavuniya,2023,1,January,552.09,505.47,91.56,31
Vavuniya,2023,2,February,585.24,548.95,93.8,28
Vavuniya,2023,3,March,702.63,702.63,100.0,31
Vavuniya,2023,4,April,688.27,673.73,97.89,30
Vavuniya,2023,5,May,601.76,517.93,86.07,31
Vavuniya,2023,6,June,631.11,620.35,98.3,30
Vavuniya,2023,7,July,620.59,569.66,91.79,31
Vavuniya,2023,8,August,708.08,708.08,100.0,31
